,elbo
1361,-1499524992.0
1362,-1499930624.0
1363,-1497328640.0
1364,-1497398784.0
1365,-1496633728.0
1366,-1495793152.0
1367,-1496731648.0
1368,-1493078400.0
1369,-1493842048.0
1370,-1494476544.0
1371,-1493471360.0
1372,-1491294208.0
1373,-1491205504.0
1374,-1490251648.0
1375,-1491301888.0
1376,-1491651584.0
1377,-1488408576.0
1378,-1488578048.0
1379,-1488191744.0
1380,-1486513408.0
1381,-1486131584.0
1382,-1485518848.0
1383,-1484875392.0
1384,-1484223744.0
1385,-1483126144.0
1386,-1482878464.0
1387,-1481881472.0
1388,-1481645952.0
1389,-1479968128.0
1390,-1480833536.0
1391,-1479458304.0
1392,-1478885632.0
1393,-1476845568.0
1394,-1476755200.0
1395,-1476034176.0
1396,-1476511744.0
1397,-1475492224.0
1398,-1474591104.0
1399,-1473071360.0
1400,-1473596672.0
1401,-1472262400.0
1402,-1472862464.0
1403,-1470547200.0
1404,-1469680768.0
1405,-1469913984.0
1406,-1466533760.0
1407,-1467580416.0
1408,-1468584192.0
1409,-1464751616.0
1410,-1466101760.0
1411,-1464687360.0
1412,-1464573952.0
1413,-1464441344.0
1414,-1463131392.0
1415,-1462785792.0
1416,-1461433984.0
1417,-1461903232.0
1418,-1459596800.0
1419,-1459801728.0
1420,-1459367808.0
1421,-1459652736.0
1422,-1459506944.0
1423,-1457897728.0
1424,-1457873664.0
1425,-1455984384.0
1426,-1456832896.0
1427,-1455013248.0
1428,-1452829568.0
1429,-1451986432.0
1430,-1452245504.0
1431,-1453008000.0
1432,-1451317120.0
1433,-1450318848.0
1434,-1448298240.0
1435,-1449786880.0
1436,-1447471488.0
1437,-1448033664.0
1438,-1446007296.0
1439,-1446456064.0
1440,-1445026816.0
1441,-1445031936.0
1442,-1443650560.0
1443,-1442329728.0
1444,-1443122944.0
1445,-1439946368.0
1446,-1439652480.0
1447,-1441583104.0
1448,-1438116480.0
1449,-1438046336.0
1450,-1438580224.0
1451,-1436855936.0
1452,-1437956992.0
1453,-1435131392.0
1454,-1435619328.0
1455,-1433478400.0
1456,-1432683008.0
1457,-1431253248.0
1458,-1433571840.0
1459,-1432460032.0
1460,-1429075328.0
1461,-1429436288.0
1462,-1429373696.0
1463,-1429392384.0
1464,-1428146048.0
1465,-1426385408.0
1466,-1425629696.0
1467,-1424862208.0
1468,-1425661696.0
1469,-1424420480.0
1470,-1423089920.0
1471,-1423197696.0
1472,-1422371840.0
1473,-1421076864.0
1474,-1421567360.0
1475,-1420198656.0
1476,-1420199424.0
1477,-1418992896.0
1478,-1418889856.0
1479,-1417485568.0
1480,-1418699648.0
1481,-1414057344.0
1482,-1413981440.0
1483,-1416187904.0
1484,-1413717760.0
1485,-1413230720.0
1486,-1413573248.0
1487,-1411736576.0
1488,-1412240128.0
1489,-1410761088.0
1490,-1411516416.0
1491,-1408415232.0
1492,-1409123072.0
1493,-1408617088.0
1494,-1408661888.0
1495,-1406124160.0
1496,-1406030208.0
1497,-1405641984.0
1498,-1405397888.0
1499,-1403677056.0
1500,-1400713088.0
1501,-1403511808.0
1502,-1401237376.0
1503,-1399519104.0
1504,-1400879488.0
1505,-1401436160.0
1506,-1398838528.0
1507,-1398070912.0
1508,-1397093504.0
1509,-1397678592.0
1510,-1396384768.0
1511,-1397878656.0
1512,-1396068864.0
1513,-1394016512.0
1514,-1394868480.0
1515,-1394393984.0
1516,-1394144640.0
1517,-1393654912.0
1518,-1392599680.0
1519,-1391442560.0
1520,-1391742464.0
1521,-1389862272.0
1522,-1389773440.0
1523,-1388700928.0
1524,-1388345216.0
1525,-1389515904.0
1526,-1386488192.0
1527,-1386681088.0
1528,-1385104512.0
1529,-1384524416.0
1530,-1383730304.0
1531,-1385032832.0
1532,-1382210560.0
1533,-1382846976.0
1534,-1381985152.0
1535,-1382792576.0
1536,-1381222400.0
1537,-1380069632.0
1538,-1379331072.0
1539,-1378236160.0
1540,-1378662528.0
1541,-1376701568.0
1542,-1376452224.0
1543,-1375074304.0
1544,-1375489408.0
1545,-1376190080.0
1546,-1374008320.0
1547,-1374987392.0
1548,-1373760256.0
1549,-1372481408.0
1550,-1373325184.0
1551,-1372047872.0
1552,-1370594688.0
1553,-1371154176.0
1554,-1372229248.0
1555,-1369750912.0
1556,-1369683328.0
1557,-1369309056.0
1558,-1367421440.0
1559,-1368920320.0
1560,-1367432960.0
1561,-1365584896.0
1562,-1366160896.0
1563,-1364044416.0
1564,-1364984832.0
1565,-1363551744.0
1566,-1363429376.0
1567,-1363905664.0
1568,-1363212160.0
1569,-1362072064.0
1570,-1363293568.0
1571,-1362256000.0
1572,-1359894144.0
1573,-1359345920.0
1574,-1360055168.0
1575,-1358370688.0
1576,-1358582656.0
1577,-1357569920.0
1578,-1357431296.0
1579,-1358073728.0
1580,-1355454848.0
1581,-1356705536.0
1582,-1355867776.0
1583,-1354428928.0
1584,-1355988992.0
1585,-1355027072.0
1586,-1354379392.0
1587,-1353817216.0
1588,-1353621120.0
1589,-1352085376.0
1590,-1352480896.0
1591,-1351192320.0
1592,-1349820672.0
1593,-1351008640.0
1594,-1349545216.0
1595,-1349058304.0
1596,-1351246848.0
1597,-1348384128.0
1598,-1347781760.0
1599,-1347971072.0
1600,-1347236096.0
1601,-1347288448.0
1602,-1346908288.0
1603,-1345744768.0
1604,-1344954624.0
1605,-1345463936.0
1606,-1344676352.0
1607,-1343759488.0
1608,-1344219520.0
1609,-1341198208.0
1610,-1340660224.0
1611,-1341046784.0
1612,-1341892352.0
1613,-1342089984.0
1614,-1340070912.0
1615,-1340923776.0
1616,-1339397632.0
1617,-1340034560.0
1618,-1339887872.0
1619,-1339951104.0
1620,-1336622208.0
1621,-1338031872.0
1622,-1338035712.0
1623,-1337656576.0
1624,-1337408768.0
1625,-1336525056.0
1626,-1336162816.0
1627,-1335789952.0
1628,-1335394816.0
1629,-1335655040.0
1630,-1334382208.0
1631,-1333991552.0
1632,-1335395840.0
1633,-1332948096.0
1634,-1332930176.0
1635,-1333257344.0
1636,-1332174080.0
1637,-1333074688.0
1638,-1330535680.0
1639,-1330948224.0
1640,-1330827520.0
1641,-1330483584.0
1642,-1330116480.0
1643,-1329748736.0
1644,-1329772800.0
1645,-1327369984.0
1646,-1329197568.0
1647,-1328362240.0
1648,-1326718464.0
1649,-1328685568.0
1650,-1327232256.0
1651,-1327885568.0
1652,-1326344704.0
1653,-1325892736.0
1654,-1327114624.0
1655,-1324464384.0
1656,-1325383040.0
1657,-1325186176.0
1658,-1323210368.0
1659,-1324187264.0
1660,-1324449664.0
1661,-1324208512.0
1662,-1323376896.0
1663,-1323478912.0
1664,-1321674624.0
1665,-1322750336.0
1666,-1321972736.0
1667,-1320532480.0
1668,-1321903872.0
1669,-1321281024.0
1670,-1320869760.0
1671,-1319438720.0
1672,-1320271360.0
1673,-1318374912.0
1674,-1319227520.0
1675,-1319636352.0
1676,-1318590336.0
1677,-1318387072.0
1678,-1317849216.0
1679,-1317927296.0
1680,-1317106560.0
1681,-1317179136.0
1682,-1316472960.0
1683,-1316722944.0
1684,-1316046976.0
1685,-1316049152.0
1686,-1315193216.0
1687,-1315490304.0
1688,-1315093120.0
1689,-1315086208.0
1690,-1314598272.0
1691,-1313226624.0
1692,-1314005888.0
1693,-1313261952.0
1694,-1313773440.0
1695,-1313618688.0
1696,-1312585216.0
1697,-1312244352.0
1698,-1312450176.0
1699,-1312550656.0
1700,-1311842816.0
1701,-1311164160.0
1702,-1310442496.0
1703,-1311421440.0
1704,-1310964608.0
1705,-1309934464.0
1706,-1311160704.0
1707,-1309842304.0
1708,-1310142080.0
1709,-1309598080.0
1710,-1309015808.0
1711,-1308814848.0
1712,-1308829568.0
1713,-1309456384.0
1714,-1308446208.0
1715,-1308035072.0
1716,-1306995328.0
1717,-1307596928.0
1718,-1307457408.0
1719,-1306801152.0
1720,-1306894464.0
1721,-1306555392.0
1722,-1306908672.0
1723,-1306352384.0
1724,-1306077184.0
1725,-1304901888.0
1726,-1306114944.0
1727,-1305496448.0
1728,-1305436160.0
1729,-1305098880.0
1730,-1304637312.0
1731,-1305220736.0
1732,-1305334912.0
1733,-1304503296.0
1734,-1304073728.0
1735,-1303638912.0
1736,-1302525568.0
1737,-1303319296.0
1738,-1302126336.0
1739,-1302038784.0
1740,-1302757504.0
1741,-1302051584.0
1742,-1302146944.0
1743,-1302437376.0
1744,-1301917312.0
1745,-1301924352.0
1746,-1300909184.0
1747,-1300312448.0
1748,-1300507904.0
1749,-1300212096.0
1750,-1300060416.0
1751,-1300117504.0
1752,-1300031488.0
1753,-1299822592.0
1754,-1298873472.0
1755,-1300177152.0
1756,-1299628416.0
1757,-1298765824.0
1758,-1298732928.0
1759,-1299440256.0
1760,-1298847744.0
1761,-1299127040.0
1762,-1298949760.0
1763,-1298259712.0
1764,-1298302464.0
1765,-1297945344.0
1766,-1297455104.0
1767,-1297199744.0
1768,-1296940288.0
1769,-1296929152.0
1770,-1296924928.0
1771,-1297035776.0
1772,-1296027648.0
1773,-1295816704.0
1774,-1295888640.0
1775,-1295602432.0
1776,-1295685120.0
1777,-1295210368.0
1778,-1294589440.0
1779,-1295193600.0
1780,-1294693888.0
1781,-1294671360.0
1782,-1294412672.0
1783,-1294303104.0
1784,-1294356224.0
1785,-1293949696.0
1786,-1294106624.0
1787,-1294397824.0
1788,-1294234240.0
1789,-1294511360.0
1790,-1293190784.0
1791,-1292662784.0
1792,-1293267072.0
1793,-1292760448.0
1794,-1292571264.0
1795,-1293600512.0
1796,-1292372352.0
1797,-1292448128.0
1798,-1291222272.0
1799,-1292342272.0
1800,-1292071424.0
1801,-1291865600.0
1802,-1291328256.0
1803,-1292228736.0
1804,-1291449856.0
1805,-1290916608.0
1806,-1291060608.0
1807,-1291507712.0
1808,-1291046400.0
1809,-1289806976.0
1810,-1290318464.0
1811,-1290720640.0
1812,-1291250048.0
1813,-1291720192.0
1814,-1289913472.0
1815,-1289381888.0
1816,-1290013440.0
1817,-1289115776.0
1818,-1290216064.0
1819,-1288914048.0
1820,-1289121920.0
1821,-1289240704.0
1822,-1288853120.0
1823,-1288711168.0
1824,-1288839808.0
1825,-1288941696.0
1826,-1288724864.0
1827,-1288713984.0
1828,-1288503936.0
1829,-1287960320.0
1830,-1288788736.0
1831,-1288167168.0
1832,-1288511360.0
1833,-1287769984.0
1834,-1287940608.0
1835,-1287516800.0
1836,-1286863872.0
1837,-1286988288.0
1838,-1286886784.0
1839,-1287119872.0
1840,-1286286464.0
1841,-1286806912.0
1842,-1286043520.0
1843,-1286260864.0
1844,-1285723648.0
1845,-1285884672.0
1846,-1286156160.0
1847,-1285887872.0
1848,-1286000256.0
1849,-1285805312.0
1850,-1285985024.0
1851,-1285078528.0
1852,-1285312000.0
1853,-1285460864.0
1854,-1285182976.0
1855,-1285383936.0
1856,-1285006720.0
1857,-1284821376.0
1858,-1284820992.0
1859,-1284599168.0
1860,-1284917632.0
1861,-1284585088.0
1862,-1284130816.0
1863,-1283608448.0
1864,-1284265984.0
1865,-1283784576.0
1866,-1283595648.0
1867,-1283868800.0
1868,-1283153024.0
1869,-1283174656.0
1870,-1283857024.0
1871,-1283459200.0
1872,-1282782720.0
1873,-1283316480.0
1874,-1283006336.0
1875,-1283200128.0
1876,-1283161984.0
1877,-1282548480.0
1878,-1283036544.0
1879,-1282860672.0
1880,-1282437376.0
1881,-1282102016.0
1882,-1282391680.0
1883,-1282562176.0
1884,-1282229120.0
1885,-1281840896.0
1886,-1281864960.0
1887,-1282061056.0
1888,-1281489280.0
1889,-1281815168.0
1890,-1281566464.0
1891,-1281796224.0
1892,-1281384320.0
1893,-1281438080.0
1894,-1281263616.0
1895,-1281233152.0
1896,-1280903168.0
1897,-1280918016.0
1898,-1281027072.0
1899,-1280567808.0
1900,-1280759424.0
1901,-1281367168.0
1902,-1280702208.0
1903,-1281085568.0
1904,-1280188800.0
1905,-1280276864.0
1906,-1280790784.0
1907,-1280353024.0
1908,-1279630336.0
1909,-1280091392.0
1910,-1280252800.0
1911,-1280138240.0
1912,-1279819008.0
1913,-1279897856.0
1914,-1279192192.0
1915,-1279646208.0
1916,-1278807168.0
1917,-1279972608.0
1918,-1279822208.0
1919,-1279132800.0
1920,-1279403392.0
1921,-1278647296.0
1922,-1279282432.0
1923,-1278946304.0
1924,-1279329536.0
1925,-1278721024.0
1926,-1278924288.0
1927,-1278908544.0
1928,-1278940160.0
1929,-1278607872.0
1930,-1278684672.0
1931,-1278144384.0
1932,-1278424448.0
1933,-1278056192.0
1934,-1278631296.0
1935,-1278046976.0
1936,-1278024832.0
1937,-1277538048.0
1938,-1278020480.0
1939,-1278028032.0
1940,-1278089088.0
1941,-1277732992.0
1942,-1277684224.0
1943,-1277286400.0
1944,-1277972480.0
1945,-1277548160.0
1946,-1277484160.0
1947,-1277666304.0
1948,-1277334784.0
1949,-1277120256.0
1950,-1277542144.0
1951,-1276995200.0
1952,-1277264128.0
1953,-1277054592.0
1954,-1276763264.0
1955,-1277108608.0
1956,-1276504064.0
1957,-1276591360.0
1958,-1276503552.0
1959,-1276792576.0
1960,-1276786560.0
1961,-1276760832.0
1962,-1277247744.0
1963,-1276483328.0
1964,-1276848768.0
1965,-1276157312.0
1966,-1275763200.0
1967,-1276542208.0
1968,-1275879936.0
1969,-1276569984.0
1970,-1275599744.0
1971,-1276230016.0
1972,-1276098304.0
1973,-1275763584.0
1974,-1275894144.0
1975,-1275738112.0
1976,-1275948416.0
1977,-1275100416.0
1978,-1275450624.0
1979,-1275940608.0
1980,-1275689088.0
1981,-1275497216.0
1982,-1275431808.0
1983,-1275250688.0
1984,-1275382656.0
1985,-1275210624.0
1986,-1275625600.0
1987,-1275334528.0
1988,-1275023360.0
1989,-1274685568.0
1990,-1275219072.0
1991,-1275260928.0
1992,-1274667008.0
1993,-1274515712.0
1994,-1274329856.0
1995,-1274933120.0
1996,-1274942336.0
1997,-1274844416.0
1998,-1274435712.0
1999,-1274552960.0
2000,-1274892672.0
2001,-1274291200.0
2002,-1274737920.0
2003,-1274488448.0
2004,-1273969664.0
2005,-1274264832.0
2006,-1274504832.0
2007,-1273812224.0
2008,-1274635776.0
2009,-1273864704.0
2010,-1274207872.0
2011,-1273865088.0
2012,-1273992192.0
2013,-1273824512.0
2014,-1274092416.0
2015,-1274163712.0
2016,-1274394624.0
2017,-1273612544.0
2018,-1273703424.0
2019,-1273371136.0
2020,-1274259328.0
2021,-1273599360.0
2022,-1273681280.0
2023,-1273838976.0
2024,-1273712128.0
2025,-1273449600.0
2026,-1273637376.0
2027,-1273124736.0
2028,-1273129216.0
2029,-1273112704.0
2030,-1273311104.0
2031,-1273358336.0
2032,-1273028352.0
2033,-1273554432.0
2034,-1273092992.0
2035,-1273090432.0
2036,-1272990592.0
2037,-1273212672.0
2038,-1273312640.0
2039,-1272733312.0
2040,-1273352448.0
2041,-1272855808.0
2042,-1272576512.0
2043,-1272912768.0
2044,-1272855680.0
2045,-1272309376.0
2046,-1272672640.0
2047,-1272426368.0
2048,-1272624512.0
2049,-1272764288.0
2050,-1272682624.0
2051,-1272504192.0
2052,-1272110336.0
2053,-1272304384.0
2054,-1272511616.0
2055,-1272596352.0
2056,-1272464000.0
2057,-1272263680.0
2058,-1272000896.0
2059,-1272219648.0
2060,-1272187648.0
2061,-1272091392.0
2062,-1272259456.0
2063,-1272134400.0
2064,-1271937152.0
2065,-1271977728.0
2066,-1272086912.0
2067,-1271950720.0
2068,-1271877632.0
2069,-1272032256.0
2070,-1271787904.0
2071,-1271649280.0
2072,-1271642880.0
2073,-1271842560.0
2074,-1271618688.0
2075,-1271594240.0
2076,-1271995904.0
2077,-1271373184.0
2078,-1271733376.0
2079,-1271732608.0
2080,-1271477120.0
2081,-1271522176.0
2082,-1271643520.0
2083,-1271655296.0
2084,-1271150464.0
2085,-1271209600.0
2086,-1271075328.0
2087,-1271338752.0
2088,-1271021440.0
2089,-1271526784.0
2090,-1271371520.0
2091,-1271343360.0
2092,-1271297408.0
2093,-1270727936.0
2094,-1271395584.0
2095,-1270795392.0
2096,-1271046272.0
2097,-1271198208.0
2098,-1271005824.0
2099,-1271003520.0
2100,-1270635648.0
2101,-1270624384.0
2102,-1270707968.0
2103,-1270456448.0
2104,-1270471424.0
2105,-1271016064.0
2106,-1270751232.0
2107,-1270917888.0
2108,-1270479616.0
2109,-1270827648.0
2110,-1270692864.0
2111,-1270631424.0
2112,-1270418816.0
2113,-1270574592.0
2114,-1270235392.0
2115,-1270737280.0
2116,-1270320512.0
2117,-1270341504.0
2118,-1270318592.0
2119,-1270411904.0
2120,-1270561536.0
2121,-1270245760.0
2122,-1270144000.0
2123,-1270097152.0
2124,-1270153600.0
2125,-1270231808.0
2126,-1270063360.0
2127,-1269885312.0
2128,-1270156544.0
2129,-1270249088.0
2130,-1269960320.0
2131,-1270016128.0
2132,-1269849728.0
2133,-1270183296.0
2134,-1269906944.0
2135,-1269995904.0
2136,-1270103168.0
2137,-1269668480.0
2138,-1269752960.0
2139,-1269942784.0
2140,-1269936000.0
2141,-1269797888.0
2142,-1269903872.0
2143,-1269739264.0
2144,-1270087168.0
2145,-1269813120.0
2146,-1269617408.0
2147,-1269772928.0
2148,-1269711232.0
2149,-1269785472.0
2150,-1269786752.0
2151,-1269600384.0
2152,-1269489024.0
2153,-1269587456.0
2154,-1269413760.0
2155,-1269305216.0
2156,-1269428864.0
2157,-1269630592.0
2158,-1269425024.0
2159,-1269439744.0
2160,-1269656448.0
2161,-1269596032.0
2162,-1269345024.0
2163,-1269189888.0
2164,-1269723136.0
2165,-1269489536.0
2166,-1269342208.0
2167,-1269395840.0
2168,-1269173632.0
2169,-1269050624.0
2170,-1269139328.0
2171,-1269240064.0
2172,-1269154944.0
2173,-1269049088.0
2174,-1269118720.0
2175,-1269128832.0
2176,-1269198080.0
2177,-1269246720.0
2178,-1269041664.0
2179,-1269019648.0
2180,-1268990464.0
2181,-1268835968.0
2182,-1268795008.0
2183,-1269170176.0
2184,-1269123456.0
2185,-1268932608.0
2186,-1268969344.0
2187,-1268814592.0
2188,-1268799104.0
2189,-1268866688.0
2190,-1268755584.0
2191,-1268796544.0
2192,-1268842240.0
2193,-1268683904.0
2194,-1268800896.0
2195,-1268676096.0
2196,-1268688512.0
2197,-1268535808.0
2198,-1268929024.0
2199,-1268497280.0
2200,-1268847616.0
2201,-1268854912.0
2202,-1268789248.0
2203,-1268733184.0
2204,-1268790144.0
2205,-1268569728.0
2206,-1268513792.0
2207,-1268322816.0
2208,-1268595840.0
2209,-1268390016.0
2210,-1268438272.0
2211,-1268526592.0
2212,-1268286976.0
2213,-1268352000.0
2214,-1268262528.0
2215,-1268284416.0
2216,-1268447488.0
2217,-1268268800.0
2218,-1267962496.0
2219,-1268250240.0
2220,-1268439552.0
2221,-1268037632.0
2222,-1268417024.0
2223,-1268122368.0
2224,-1268311808.0
2225,-1268254080.0
2226,-1268304000.0
2227,-1268516864.0
2228,-1268041472.0
2229,-1268224640.0
2230,-1268321664.0
2231,-1268150912.0
2232,-1268122112.0
2233,-1268043904.0
2234,-1268093824.0
2235,-1268094592.0
2236,-1268149376.0
2237,-1267957760.0
2238,-1267940992.0
2239,-1268018048.0
2240,-1267799936.0
2241,-1267963264.0
2242,-1267980672.0
2243,-1268150784.0
2244,-1267646720.0
2245,-1267770112.0
2246,-1267708416.0
2247,-1267698816.0
2248,-1268066304.0
2249,-1267924608.0
2250,-1267955584.0
2251,-1267719552.0
2252,-1267816448.0
2253,-1267724672.0
2254,-1267857536.0
2255,-1267734272.0
2256,-1267777024.0
2257,-1267746688.0
2258,-1267811200.0
2259,-1267747712.0
2260,-1267705344.0
2261,-1267620224.0
2262,-1267720704.0
2263,-1267670912.0
2264,-1267662336.0
2265,-1267757568.0
2266,-1267728128.0
2267,-1267716224.0
2268,-1267683584.0
2269,-1267543552.0
2270,-1267480576.0
2271,-1267625344.0
2272,-1267551104.0
2273,-1267687040.0
2274,-1267342848.0
2275,-1267568384.0
2276,-1267444736.0
2277,-1267414784.0
2278,-1267340672.0
2279,-1267396608.0
2280,-1267583872.0
2281,-1267470208.0
2282,-1267365632.0
2283,-1267210880.0
2284,-1267618048.0
2285,-1267475712.0
2286,-1267271040.0
2287,-1267371904.0
2288,-1267158016.0
2289,-1267431424.0
2290,-1267138944.0
2291,-1267425280.0
2292,-1267124608.0
2293,-1267263488.0
2294,-1267431296.0
2295,-1267125760.0
2296,-1267413888.0
2297,-1267366528.0
2298,-1267075712.0
2299,-1267220224.0
2300,-1267245312.0
2301,-1267248896.0
2302,-1267144064.0
2303,-1267230208.0
2304,-1267362944.0
2305,-1267259136.0
2306,-1267057536.0
2307,-1267225600.0
2308,-1267129728.0
2309,-1267093248.0
2310,-1267059840.0
2311,-1266974464.0
2312,-1266977536.0
2313,-1267183744.0
2314,-1267163776.0
2315,-1266955136.0
2316,-1266912128.0
2317,-1266935424.0
2318,-1267000960.0
2319,-1267213824.0
2320,-1266992256.0
2321,-1266914816.0
2322,-1266862080.0
2323,-1267048448.0
2324,-1267018240.0
2325,-1266925696.0
2326,-1266926464.0
2327,-1267082368.0
2328,-1266825344.0
2329,-1267056128.0
2330,-1266884608.0
2331,-1266891136.0
2332,-1267062144.0
2333,-1266891776.0
2334,-1266913280.0
2335,-1266797184.0
2336,-1266908288.0
2337,-1266878080.0
2338,-1266785536.0
2339,-1266891008.0
2340,-1266800384.0
2341,-1266970752.0
2342,-1266908032.0
2343,-1266691328.0
2344,-1266870784.0
2345,-1266794496.0
2346,-1266848384.0
2347,-1266609920.0
2348,-1266768640.0
2349,-1266653184.0
2350,-1266549120.0
2351,-1266678656.0
2352,-1266795904.0
2353,-1266770304.0
2354,-1266627712.0
2355,-1266622848.0
2356,-1266768896.0
2357,-1266876288.0
2358,-1266570240.0
2359,-1266547968.0
2360,-1266631680.0
2361,-1266644608.0
2362,-1266596608.0
2363,-1266635264.0
2364,-1266568320.0
2365,-1266699776.0
2366,-1266539648.0
2367,-1266512000.0
2368,-1266612224.0
2369,-1266700032.0
2370,-1266518784.0
2371,-1266426496.0
2372,-1266533632.0
2373,-1266583168.0
2374,-1266430080.0
2375,-1266484480.0
2376,-1266428032.0
2377,-1266649216.0
2378,-1266483072.0
2379,-1266437632.0
2380,-1266440192.0
2381,-1266412160.0
2382,-1266534400.0
2383,-1266392064.0
2384,-1266422784.0
2385,-1266509440.0
2386,-1266428800.0
2387,-1266439936.0
2388,-1266341760.0
2389,-1266485504.0
2390,-1266380928.0
2391,-1266342656.0
2392,-1266449920.0
2393,-1266397696.0
2394,-1266328576.0
2395,-1266327168.0
2396,-1266240512.0
2397,-1266220288.0
2398,-1266292864.0
2399,-1266184064.0
2400,-1266292352.0
2401,-1266356096.0
2402,-1266254336.0
2403,-1266145536.0
2404,-1266221184.0
2405,-1266261120.0
2406,-1266166784.0
2407,-1266234624.0
2408,-1266117504.0
2409,-1266219520.0
2410,-1266214016.0
2411,-1266259200.0
2412,-1266193152.0
2413,-1266195968.0
2414,-1266370048.0
2415,-1266064000.0
2416,-1266044800.0
2417,-1266120320.0
2418,-1266235008.0
2419,-1266140160.0
2420,-1266223744.0
2421,-1266147200.0
2422,-1266207488.0
2423,-1266159360.0
2424,-1266183424.0
2425,-1266213504.0
2426,-1266198912.0
2427,-1266054400.0
2428,-1266210560.0
2429,-1266104448.0
2430,-1266181888.0
2431,-1266044800.0
2432,-1266003200.0
2433,-1266015104.0
2434,-1265991680.0
2435,-1266041984.0
2436,-1266070528.0
2437,-1266060288.0
2438,-1266147712.0
2439,-1265935360.0
2440,-1266100608.0
2441,-1266037376.0
2442,-1265972096.0
2443,-1265996288.0
2444,-1266030208.0
2445,-1266026752.0
2446,-1265988480.0
2447,-1265992832.0
2448,-1266072320.0
2449,-1265975936.0
2450,-1265887232.0
2451,-1265928832.0
2452,-1265816064.0
2453,-1265896576.0
2454,-1265984896.0
2455,-1265934976.0
2456,-1265987072.0
2457,-1265891200.0
2458,-1266024192.0
2459,-1266011520.0
2460,-1265976192.0
2461,-1265870464.0
2462,-1265972864.0
2463,-1265897984.0
2464,-1265931392.0
2465,-1265751296.0
2466,-1265870464.0
2467,-1265879936.0
2468,-1265823744.0
2469,-1265836160.0
2470,-1265858688.0
2471,-1265888896.0
2472,-1265842816.0
2473,-1265903104.0
2474,-1266036096.0
2475,-1265770112.0
2476,-1265786496.0
2477,-1265929344.0
2478,-1265826176.0
2479,-1265761664.0
2480,-1265856384.0
2481,-1265842304.0
2482,-1265875072.0
2483,-1265802880.0
2484,-1265666048.0
2485,-1265797760.0
2486,-1265837824.0
2487,-1265844736.0
2488,-1265887616.0
2489,-1265821824.0
2490,-1265736832.0
2491,-1265841280.0
2492,-1265781632.0
2493,-1265866752.0
2494,-1265685888.0
2495,-1265725312.0
2496,-1265726848.0
2497,-1265761024.0
2498,-1265844608.0
2499,-1265742464.0
2500,-1265739264.0
2501,-1265646976.0
2502,-1265578240.0
2503,-1265753856.0
2504,-1265636224.0
2505,-1265716992.0
2506,-1265774720.0
2507,-1265766528.0
2508,-1265727232.0
2509,-1265677184.0
2510,-1265623552.0
2511,-1265550720.0
2512,-1265615232.0
2513,-1265703808.0
2514,-1265655808.0
2515,-1265562880.0
2516,-1265589888.0
2517,-1265682944.0
2518,-1265543680.0
2519,-1265689216.0
2520,-1265552000.0
2521,-1265559296.0
2522,-1265545472.0
2523,-1265669376.0
2524,-1265611392.0
2525,-1265624448.0
2526,-1265667072.0
2527,-1265657216.0
2528,-1265571840.0
2529,-1265485184.0
2530,-1265446656.0
2531,-1265573248.0
2532,-1265569920.0
2533,-1265541760.0
2534,-1265478272.0
2535,-1265673472.0
2536,-1265435520.0
2537,-1265467392.0
2538,-1265536256.0
2539,-1265462912.0
2540,-1265523712.0
2541,-1265575680.0
2542,-1265463808.0
2543,-1265526400.0
2544,-1265582336.0
2545,-1265507584.0
2546,-1265559296.0
2547,-1265465728.0
2548,-1265479808.0
2549,-1265503104.0
2550,-1265454720.0
2551,-1265478656.0
2552,-1265416064.0
2553,-1265566080.0
2554,-1265431808.0
2555,-1265369728.0
2556,-1265600640.0
2557,-1265450496.0
2558,-1265531776.0
2559,-1265433600.0
2560,-1265544320.0
2561,-1265349888.0
2562,-1265358976.0
2563,-1265397760.0
2564,-1265343360.0
2565,-1265443072.0
2566,-1265450368.0
2567,-1265373824.0
2568,-1265350912.0
2569,-1265355648.0
2570,-1265475072.0
2571,-1265422592.0
2572,-1265376896.0
2573,-1265523072.0
2574,-1265342080.0
2575,-1265353344.0
2576,-1265428480.0
2577,-1265371776.0
2578,-1265328256.0
2579,-1265362560.0
2580,-1265308672.0
2581,-1265299840.0
2582,-1265336064.0
2583,-1265286912.0
2584,-1265358336.0
2585,-1265369088.0
2586,-1265315968.0
2587,-1265334272.0
2588,-1265320448.0
2589,-1265324416.0
2590,-1265337344.0
2591,-1265348480.0
2592,-1265267456.0
2593,-1265370752.0
2594,-1265296896.0
2595,-1265382400.0
2596,-1265296768.0
2597,-1265237376.0
2598,-1265268992.0
2599,-1265281664.0
2600,-1265238400.0
2601,-1265256960.0
2602,-1265168768.0
2603,-1265275264.0
2604,-1265295616.0
2605,-1265233536.0
2606,-1265185664.0
2607,-1265284992.0
2608,-1265341696.0
2609,-1265286784.0
2610,-1265352320.0
2611,-1265230336.0
2612,-1265237504.0
2613,-1265236224.0
2614,-1265375744.0
2615,-1265296896.0
2616,-1265231232.0
2617,-1265184896.0
2618,-1265245440.0
2619,-1265184000.0
2620,-1265252480.0
2621,-1265115520.0
2622,-1265093248.0
2623,-1265252608.0
2624,-1265299072.0
2625,-1265230336.0
2626,-1265294848.0
2627,-1265157632.0
2628,-1265160192.0
2629,-1265162496.0
2630,-1265165184.0
2631,-1265175936.0
2632,-1265149184.0
